Rank	Gene	PredictionScore
13524	MTCH2	0.068
13525	ZNF154	0.068
13526	NT5M	0.068
13527	MRGPRG	0.068
13528	GBX2	0.068
13529	RABEPK	0.068
13530	LSM4	0.068
13531	IZUMO2	0.068
13532	NUP35	0.068
13533	MTHFD2	0.068
13534	ZNF205	0.068
13535	KRT39	0.068
13536	THUMPD3	0.068
13537	IFIT2	0.068
13538	C5ORF58	0.068
13539	TMEM253	0.068
13540	MBD3	0.068
13541	TSPAN12	0.068
13542	FAM159A	0.068
13543	ARAP3	0.068
13544	ALG13	0.068
13545	DEFB136	0.068
13546	DDAH2	0.068
13547	SFRP2	0.068
13548	METTL20	0.068
13549	WDR77	0.068
13550	HTN1	0.068
13551	TMEM75	0.068
13552	MRPL4	0.068
13553	DENND3	0.068
13554	C2ORF82	0.068
13555	TMEM234	0.068
13556	TSC22D4	0.068
13557	TRAIP	0.068
13558	EXOSC5	0.068
13559	PRH1	0.068
13560	SDCBP	0.068
13561	EVI2A	0.068
13562	HSPB6	0.068
13563	MIIP	0.068
13564	COL9A2	0.068
13565	PABPC1L	0.068
13566	BCL7C	0.068
13567	MSRA	0.068
13568	PEF1	0.068
13569	PSMG4	0.068
13570	GPN3	0.068
13571	PCDH18	0.068
13572	MCM7	0.068
13573	ARRDC1	0.068
13574	CCDC61	0.068
13575	FAF1	0.068
13576	CCDC90B	0.068
13577	RARS2	0.068
13578	KRT40	0.068
13579	PFDN2	0.068
13580	FAM129B	0.068
13581	CNGA4	0.068
13582	DCAF11	0.068
13583	NCAPG2	0.068
13584	ZNF394	0.068
13585	VWA5A	0.068
13586	SPINT4	0.068
13587	DCAF4L2	0.068
13588	ARMC4	0.068
13589	ENOPH1	0.068
13590	SLC52A2	0.068
13591	TRAF4	0.068
13592	SLC25A26	0.068
13593	FTHL17	0.068
13594	EIF2S2	0.068
13595	SHQ1	0.068
13596	MTR	0.068
13597	C14ORF1	0.068
13598	RPL37	0.068
13599	CTAGE1	0.068
13600	AHR	0.068
13601	SUGT1	0.068
13602	PARP9	0.068
13603	FKBP7	0.068
13604	GMPPA	0.068
13605	CHST5	0.068
13606	GGT2	0.068
13607	TIMM44	0.068
13608	DDIT4	0.068
13609	POLRMT	0.068
13610	PRRX1	0.068
13611	DARS2	0.068
13612	TEX29	0.068
13613	C21ORF59	0.068
13614	GDI2	0.068
13615	OR51E1	0.068
13616	DYDC2	0.068
13617	WDR12	0.068
13618	SLFN12	0.068
13619	PNRC2	0.068
13620	ACPT	0.068
13621	PET100	0.068
13622	HENMT1	0.068
13623	ABCA13	0.068
13624	TIFA	0.068
13625	SCUBE1	0.068
13626	CROT	0.068
13627	GNB1L	0.068
13628	SMIM2	0.068
13629	GJD3	0.068
13630	DDR1	0.068
13631	PEX12	0.068
13632	OXLD1	0.068
13633	CXORF67	0.068
13634	SPA17	0.068
13635	RASA4B	0.068
13636	RPA4	0.068
13637	SNAPC5	0.068
13638	CDC42	0.068
13639	MAGEA1	0.068
13640	SLC16A11	0.068
13641	PLEKHA7	0.068
13642	STAP2	0.068
13643	C11ORF93	0.068
13644	PSMD5	0.068
13645	NLRC5	0.068
13646	ADAMTS15	0.068
13647	BARHL2	0.067
13648	PSMD12	0.067
13649	GART	0.067
13650	CUEDC2	0.067
13651	NSUN7	0.067
13652	HTN3	0.067
13653	LOC284912	0.067
13654	RASSF8	0.067
13655	CAP1	0.067
13656	TCEB3C	0.067
13657	ELTD1	0.067
13658	SPATA12	0.067
13659	C10ORF11	0.067
13660	WRAP73	0.067
13661	FKBP14	0.067
13662	CXORF22	0.067
13663	GNG11	0.067
13664	PTCHD3	0.067
13665	PARN	0.067
13666	HLA-DPA1	0.067
13667	TRIM40	0.067
13668	KIF9	0.067
13669	GPR156	0.067
13670	TMEM8A	0.067
13671	PCDHB13	0.067
13672	ACAA1	0.067
13673	TTLL3	0.067
13674	SLBP	0.067
13675	PPAN	0.067
13676	ARCN1	0.067
13677	AEN	0.067
13678	IFNW1	0.067
13679	SNRNP25	0.067
13680	CXCL5	0.067
13681	AKR1E2	0.067
13682	DDX39A	0.067
13683	CBS	0.067
13684	AQP10	0.067
13685	C22ORF34	0.067
13686	LINC00528	0.067
13687	OR5I1	0.067
13688	FAM19A3	0.067
13689	MAPKAPK2	0.067
13690	LRRC17	0.067
13691	TTC18	0.067
13692	GRIN3B	0.067
13693	PPP1R14A	0.067
13694	CDC16	0.067
13695	ZPLD1	0.067
13696	ATG10	0.067
13697	CYP26C1	0.067
13698	CSTF1	0.067
13699	MEIOB	0.067
13700	SNAPIN	0.067
13701	FAM209B	0.067
13702	DIAPH3	0.067
13703	DCD	0.067
13704	CANX	0.067
13705	CD101	0.067
13706	SLC35G3	0.067
13707	CR1L	0.067
13708	VGLL3	0.067
13709	C11ORF71	0.067
13710	STT3A	0.067
13711	CALHM1	0.067
13712	GPR116	0.067
13713	IFNGR2	0.067
13714	PSME3	0.067
13715	IQCF2	0.067
13716	PRKRA	0.067
13717	ZNF787	0.067
13718	SCGN	0.067
13719	IFI44	0.067
13720	CENPK	0.067
13721	C1ORF53	0.067
13722	FMNL3	0.067
13723	RAD51D	0.067
13724	EQTN	0.067
13725	FTSJ1	0.067
13726	HIST1H4J	0.067
13727	PRPSAP2	0.067
13728	RGS10	0.067
13729	NLRC3	0.067
13730	MCL1	0.067
13731	TENC1	0.067
13732	GPR15	0.067
13733	C22ORF15	0.067
13734	PRSS33	0.067
13735	EFCAB11	0.067
13736	PCDP1	0.067
13737	SNX7	0.067
13738	YIF1B	0.067
13739	RELT	0.067
13740	ANKRD53	0.067
13741	CCDC140	0.067
13742	AUH	0.067
13743	CCDC135	0.067
13744	LENG9	0.067
13745	RAD51AP1	0.067
13746	PTTG2	0.067
13747	NDNF	0.067
13748	TRHR	0.066
13749	FHAD1	0.066
13750	FAM215A	0.066
13751	AGBL4	0.066
13752	C1QL1	0.066
13753	TCF7L1	0.066
13754	C9ORF62	0.066
13755	ZNF703	0.066
13756	SLC7A11	0.066
13757	FAM169B	0.066
13758	ASGR1	0.066
13759	VCP	0.066
13760	B3GAT2	0.066
13761	C14ORF159	0.066
13762	RGL4	0.066
13763	MLYCD	0.066
13764	RASSF6	0.066
13765	FAM195B	0.066
13766	HSP90B1	0.066
13767	CDK5RAP3	0.066
13768	PSEN2	0.066
13769	EOMES	0.066
13770	SNRPE	0.066
13771	C2ORF27A	0.066
13772	LRRC31	0.066
13773	C20ORF96	0.066
13774	PSMC3IP	0.066
13775	SYCE2	0.066
13776	C11ORF42	0.066
13777	MPZL1	0.066
13778	RPL30	0.066
13779	LYSMD2	0.066
13780	GABPA	0.066
13781	INO80B	0.066
13782	RNASET2	0.066
13783	UMODL1	0.066
13784	TMEM51	0.066
13785	AVPI1	0.066
13786	HMCN2	0.066
13787	KHDC1L	0.066
13788	RILPL2	0.066
13789	CLDN5	0.066
13790	LHX9	0.066
13791	CRAT	0.066
13792	C1ORF168	0.066
13793	HIST1H3A	0.066
13794	MAGEC3	0.066
13795	LRRC52	0.066
13796	R3HCC1	0.066
13797	UBAC1	0.066
13798	SLCO4A1	0.066
13799	TMEM63A	0.066
13800	COMMD10	0.066
13801	TNIP3	0.066
13802	TPRXL	0.066
13803	HEBP2	0.066
13804	RIPPLY1	0.066
13805	FAM186B	0.066
13806	SNX9	0.066
13807	EML3	0.066
13808	SREBF1	0.066
13809	DRAM2	0.066
13810	GSS	0.066
13811	HIST2H2AA3	0.066
13812	FAM213B	0.066
13813	GLTP	0.066
13814	PARPBP	0.066
13815	CCDC168	0.066
13816	PRKAB1	0.066
13817	C10ORF90	0.066
13818	C10ORF91	0.066
13819	DDX11	0.066
13820	CA12	0.066
13821	ZNF391	0.066
13822	TIGD2	0.066
13823	C22ORF46	0.066
13824	FAM173A	0.066
13825	ADAMTS18	0.066
13826	C20ORF181	0.066
13827	C20ORF62	0.066
13828	NAA10	0.066
13829	THAP4	0.066
13830	SPINK6	0.066
13831	POU5F1B	0.066
13832	C9ORF142	0.066
13833	CD34	0.066
13834	OR10H3	0.066
13835	ZC2HC1B	0.066
13836	CSNK2B	0.066
13837	WFDC13	0.066
13838	TMEM69	0.066
13839	APOPT1	0.066
13840	ZBED2	0.066
13841	CNDP1	0.066
13842	ACER2	0.066
13843	CXCL12	0.066
13844	ATAD3A	0.066
13845	PGGT1B	0.066
13846	MED22	0.066
13847	C9ORF84	0.066
13848	MPST	0.066
13849	AKT1S1	0.066
13850	OR11H4	0.066
13851	SLC27A6	0.066
13852	SLC26A6	0.066
13853	RCAN1	0.066
13854	DHDDS	0.066
13855	MICA	0.066
13856	NSUN2	0.066
13857	RNF133	0.066
13858	CHMP6	0.066
13859	CCDC153	0.066
13860	DDX47	0.066
13861	ANKUB1	0.066
13862	SIGMAR1	0.066
13863	CDK1	0.066
13864	ZNHIT2	0.066
13865	MAP1LC3C	0.066
13866	PDGFRB	0.066
13867	C9ORF156	0.066
13868	NUCB2	0.066
13869	VMO1	0.066
13870	NGRN	0.066
13871	PDSS2	0.066
13872	DYNLT1	0.066
13873	NAT16	0.066
13874	MPPE1	0.066
13875	FAM71E2	0.066
13876	AAMP	0.066
13877	CHEK1	0.066
13878	PTDSS1	0.066
13879	NOL12	0.066
13880	KIF1C	0.066
13881	XKRX	0.066
13882	NUTF2	0.066
13883	LYPLAL1	0.066
13884	WBSCR27	0.066
13885	TCTN1	0.066
13886	CNTRL	0.066
13887	TRIM71	0.065
13888	XPA	0.065
13889	NOG	0.065
13890	LCN6	0.065
13891	HILPDA	0.065
13892	ARHGAP22	0.065
13893	PKD2	0.065
13894	HDHD3	0.065
13895	SH2B3	0.065
13896	BRWD1-IT2	0.065
13897	RAMP2	0.065
13898	C11ORF44	0.065
13899	HBA1	0.065
13900	HBA2	0.065
13901	RAB3IP	0.065
13902	NDUFS8	0.065
13903	GPR52	0.065
13904	CCDC51	0.065
13905	EIF1AD	0.065
13906	SLC4A11	0.065
13907	AXL	0.065
13908	GOT1	0.065
13909	DTHD1	0.065
13910	TLR1	0.065
13911	IVD	0.065
13912	GAS6	0.065
13913	ZNF214	0.065
13914	ACTN4	0.065
13915	HMGN2	0.065
13916	HMGN1	0.065
13917	OLFML2B	0.065
13918	CCBL2	0.065
13919	SPATA17	0.065
13920	GOLT1B	0.065
13921	TUBA1C	0.065
13922	CLTCL1	0.065
13923	NYX	0.065
13924	CS	0.065
13925	CDON	0.065
13926	LCN10	0.065
13927	TM2D1	0.065
13928	KIAA1143	0.065
13929	ZSCAN5A	0.065
13930	ASCC1	0.065
13931	PEA15	0.065
13932	LPXN	0.065
13933	EMD	0.065
13934	TOP3B	0.065
13935	PI4K2B	0.065
13936	PIF1	0.065
13937	UBAC2	0.065
13938	C11ORF86	0.065
13939	CHST14	0.065
13940	PTHLH	0.065
13941	DKFZP547L112	0.065
13942	ZGLP1	0.065
13943	TFAM	0.065
13944	TMEM186	0.065
13945	MYOT	0.065
13946	RPL35	0.065
13947	C19ORF69	0.065
13948	CCDC122	0.065
13949	RNASEH2C	0.065
13950	ABCB7	0.065
13951	RBM38	0.065
13952	CLCC1	0.065
13953	YIF1A	0.065
13954	NAIP	0.065
13955	TMEM59	0.065
13956	PRKAR1A	0.065
13957	TOP1MT	0.065
13958	GALNS	0.065
13959	SLC31A2	0.065
13960	C10ORF99	0.065
13961	C3	0.065
13962	PEX14	0.065
13963	GAL3ST4	0.065
13964	ARHGDIA	0.065
13965	C15ORF54	0.065
13966	CMAS	0.065
13967	RGCC	0.065
13968	RPL37A	0.065
13969	NT5C	0.065
13970	NME4	0.065
13971	CBR4	0.065
13972	SQSTM1	0.065
13973	CNGA3	0.065
13974	CSF1R	0.065
13975	FIBP	0.065
13976	SNUPN	0.065
13977	CCDC22	0.065
13978	TRIOBP	0.065
13979	PRC1	0.065
13980	ERCC3	0.065
13981	SCGB2B2	0.065
13982	KDELC2	0.065
13983	CFC1	0.065
13984	TDP1	0.065
13985	SLC6A13	0.065
13986	MYEOV	0.065
13987	HAT1	0.065
13988	DPAGT1	0.065
13989	KRTAP4-7	0.065
13990	LACC1	0.065
13991	TMEM209	0.065
13992	C17ORF62	0.065
13993	MAFA	0.065
13994	EGFL7	0.065
13995	ZNF628	0.065
13996	HIST1H2AG	0.065
13997	HIGD1B	0.065
13998	CPXCR1	0.065
13999	MCAM	0.065
14000	PTPN20B	0.065
14001	SLC46A1	0.065
14002	FIGNL1	0.065
14003	PFKFB4	0.065
14004	EFS	0.065
14005	DPP7	0.065
14006	C20ORF85	0.065
14007	FAM83C	0.065
14008	TTI1	0.065
14009	HTRA2	0.065
14010	LRRC9	0.065
14011	PEAK1	0.065
14012	TPTE	0.065
14013	PXMP4	0.065
14014	KNCN	0.065
14015	BTNL9	0.065
14016	UBQLN3	0.065
14017	GPX3	0.065
14018	BRIX1	0.065
14019	MVK	0.065
14020	SRMS	0.065
14021	DNAAF2	0.065
14022	SLC2A4RG	0.065
14023	AHDC1	0.065
14024	UBE2L6	0.065
14025	ERVW-1	0.065
14026	ATP6V0E1	0.065
14027	TBCCD1	0.065
14028	PLTP	0.065
14029	CCDC103	0.065
14030	ERLIN2	0.065
14031	TIMM50	0.065
14032	ERP29	0.065
14033	LIPT1	0.065
14034	PLD2	0.065
14035	APEX1	0.065
14036	DKFZP434E1119	0.065
14037	DNAH8	0.065
14038	CRNN	0.065
14039	PTGES3	0.065
14040	SLC39A14	0.064
14041	HELLS	0.064
14042	KRT74	0.064
14043	MAP7D3	0.064
14044	LGR6	0.064
14045	JKAMP	0.064
14046	TMEM52	0.064
14047	UFM1	0.064
14048	BMX	0.064
14049	TP53	0.064
14050	S100A12	0.064
14051	CD300LG	0.064
14052	ARFRP1	0.064
14053	SPPL2C	0.064
14054	TMEM14B	0.064
14055	SNIP1	0.064
14056	NMB	0.064
14057	IL6ST	0.064
14058	CYSTM1	0.064
14059	DUX4L2	0.064
14060	C15ORF56	0.064
14061	SPTBN5	0.064
14062	KLK6	0.064
14063	WBSCR22	0.064
14064	PTER	0.064
14065	KIF27	0.064
14066	PTPLAD2	0.064
14067	CCDC38	0.064
14068	RNASE6	0.064
14069	ELP3	0.064
14070	GNAI2	0.064
14071	CITED1	0.064
14072	MAGEA11	0.064
14073	RBM43	0.064
14074	CNBD1	0.064
14075	DMRTA1	0.064
14076	GCAT	0.064
14077	RTFDC1	0.064
14078	HMGB2	0.064
14079	TMEM212	0.064
14080	ZSCAN22	0.064
14081	SELENBP1	0.064
14082	MECR	0.064
14083	EIF1B	0.064
14084	DUS2L	0.064
14085	LIMS2	0.064
14086	SUN3	0.064
14087	NARFL	0.064
14088	PPP1R7	0.064
14089	CCDC91	0.064
14090	NFKBIZ	0.064
14091	HIST1H2BN	0.064
14092	BLVRB	0.064
14093	SCAMP2	0.064
14094	COG6	0.064
14095	WFDC10B	0.064
14096	LENG1	0.064
14097	PMAIP1	0.064
14098	SH3BGRL3	0.064
14099	S100P	0.064
14100	NUDT5	0.064
14101	MTMR11	0.064
14102	SVIL	0.064
14103	RRAS2	0.064
14104	AGBL2	0.064
14105	DCDC2B	0.064
14106	ACTL6A	0.064
14107	COPE	0.064
14108	RAB40AL	0.064
14109	3-Mar	0.064
14110	SEMA3B	0.064
14111	SCXA	0.064
14112	NXF5	0.064
14113	PKD1L1	0.064
14114	MCM9	0.064
14115	PCOLCE2	0.064
14116	DEFB127	0.064
14117	ADPGK	0.064
14118	CLEC2B	0.064
14119	TMEM42	0.064
14120	MED4	0.064
14121	SDF2L1	0.064
14122	PRMT5	0.064
14123	NEK10	0.064
14124	RUVBL1	0.064
14125	C11ORF1	0.064
14126	SPACA4	0.064
14127	SUOX	0.064
14128	ZNF786	0.064
14129	TMEM106C	0.064
14130	NPL	0.064
14131	COLEC12	0.064
14132	NPW	0.064
14133	BNIP2	0.064
14134	RHEB	0.064
14135	EXOC3	0.064
14136	EVA1B	0.064
14137	MRPS10	0.064
14138	CAPN1	0.064
14139	FATE1	0.064
14140	SAMD7	0.064
14141	AK7	0.064
14142	CCDC101	0.064
14143	ETFDH	0.064
14144	OR1A1	0.064
14145	DSE	0.064
14146	RINL	0.064
14147	FASTKD3	0.064
14148	RNASEK	0.064
14149	RBL1	0.064
14150	MAMDC4	0.064
14151	TYW1	0.064
14152	SRI	0.063
14153	GPATCH3	0.063
14154	GSTA4	0.063
14155	CDH15	0.063
14156	FAM35A	0.063
14157	KCNJ13	0.063
14158	AIFM2	0.063
14159	IFNK	0.063
14160	C12ORF10	0.063
14161	TP53BP2	0.063
14162	ADORA2A	0.063
14163	ADAMTS9	0.063
14164	PRSS45	0.063
14165	FSCB	0.063
14166	SLC36A3	0.063
14167	LOC339760	0.063
14168	CFLAR	0.063
14169	MYBL1	0.063
14170	ERGIC3	0.063
14171	EIF1AY	0.063
14172	COBLL1	0.063
14173	ACCSL	0.063
14174	PSMA4	0.063
14175	ENO3	0.063
14176	TMEM104	0.063
14177	FGGY	0.063
14178	RFX8	0.063
14179	GPANK1	0.063
14180	C17ORF67	0.063
14181	SDPR	0.063
14182	OTOP3	0.063
14183	CHRAC1	0.063
14184	CYFIP1	0.063
14185	DDX4	0.063
14186	SSSCA1	0.063
14187	SPG21	0.063
14188	TLE6	0.063
14189	SLC26A8	0.063
14190	TTLL9	0.063
14191	SPATA32	0.063
14192	DOHH	0.063
14193	PBXIP1	0.063
14194	SLC25A37	0.063
14195	OR7C2	0.063
14196	PDCD6	0.063
14197	GCHFR	0.063
14198	GAS1	0.063
14199	MAN2A1	0.063
14200	MRPS16	0.063
14201	LYPD2	0.063
14202	LOC644450	0.063
14203	RPL32	0.063
14204	DGCR6L	0.063
14205	TBCC	0.063
14206	GPR68	0.063
14207	APCDD1L	0.063
14208	RPH3AL	0.063
14209	SEMA3D	0.063
14210	COQ10A	0.063
14211	FAM186A	0.063
14212	MXRA5	0.063
14213	ITGA10	0.063
14214	C19ORF67	0.063
14215	C19ORF60	0.063
14216	CCDC8	0.063
14217	ACBD6	0.063
14218	BGLAP	0.063
14219	SLC15A4	0.063
14220	ZCCHC13	0.063
14221	CAPZB	0.063
14222	GANC	0.063
14223	TMEM110	0.063
14224	RNF167	0.063
14225	BANF1	0.063
14226	VPS16	0.063
14227	NUP62CL	0.063
14228	OR1E1	0.063
14229	TGIF2LY	0.063
14230	DRD2	0.063
14231	SNAPC2	0.063
14232	C11ORF53	0.063
14233	SETMAR	0.063
14234	PSKH2	0.063
14235	C1QC	0.063
14236	FILIP1L	0.063
14237	TSPAN9	0.063
14238	TRIM17	0.063
14239	MRGPRX3	0.063
14240	IGLV4-3	0.063
14241	R3HDML	0.063
14242	PRMT1	0.063
14243	NFE2L1	0.063
14244	OLFML1	0.063
14245	ARHGEF40	0.063
14246	MUSK	0.063
14247	KRTAP4-9	0.063
14248	HBD	0.063
14249	LIPH	0.063
14250	TMEM26	0.063
14251	MED27	0.063
14252	TRIP13	0.063
14253	L3HYPDH	0.063
14254	STK19	0.063
14255	YIPF2	0.063
14256	PRDM6	0.063
14257	IFI35	0.063
14258	ZNF79	0.063
14259	CCDC68	0.063
14260	RDH14	0.063
14261	TAS2R8	0.063
14262	GLIPR1	0.063
14263	EXOSC3	0.063
14264	ZNF217	0.063
14265	MRS2	0.063
14266	FAM25C	0.063
14267	CCNF	0.063
14268	PLIN3	0.063
14269	VTA1	0.063
14270	GRAMD3	0.063
14271	C19ORF73	0.063
14272	PLRG1	0.062
14273	LGALS3BP	0.062
14274	PSG3	0.062
14275	TARP	0.062
14276	SLC26A10	0.062
14277	PLCB3	0.062
14278	NSA2	0.062
14279	SKOR2	0.062
14280	PPP1R36	0.062
14281	FZD9	0.062
14282	TMEM50B	0.062
14283	OR10C1	0.062
14284	TBC1D10A	0.062
14285	STUB1	0.062
14286	ASS1	0.062
14287	MLNR	0.062
14288	HCAR3	0.062
14289	SYPL1	0.062
14290	XPNPEP1	0.062
14291	RPL36AL	0.062
14292	PECR	0.062
14293	CETN2	0.062
14294	CCDC155	0.062
14295	C20ORF111	0.062
14296	NMNAT1	0.062
14297	NMD3	0.062
14298	ISM1	0.062
14299	APBA3	0.062
14300	MAGT1	0.062
14301	COX7A1	0.062
14302	CRYBG3	0.062
14303	NMT1	0.062
14304	SLC35F5	0.062
14305	SLC25A19	0.062
14306	DRAXIN	0.062
14307	KCTD12	0.062
14308	MOB2	0.062
14309	WDR70	0.062
14310	WDR74	0.062
14311	FCGR2A	0.062
14312	ZFAT	0.062
14313	HOXC12	0.062
14314	MAPKAP1	0.062
14315	DEFA3	0.062
14316	MESDC2	0.062
14317	PHF23	0.062
14318	MNS1	0.062
14319	SPRR1B	0.062
14320	NXT1	0.062
14321	C19ORF18	0.062
14322	BBOX1	0.062
14323	RPS4Y2	0.062
14324	LCP1	0.062
14325	SNX6	0.062
14326	NEB	0.062
14327	MSN	0.062
14328	S100A6	0.062
14329	THOC3	0.062
14330	ZNF671	0.062
14331	TKT	0.062
14332	HMGCL	0.062
14333	DET1	0.062
14334	LYZL2	0.062
14335	SMG8	0.062
14336	CCBE1	0.062
14337	VSIG10L	0.062
14338	PALLD	0.062
14339	MIS12	0.062
14340	WTAP	0.062
14341	MRPL52	0.062
14342	IQCG	0.062
14343	PPP1R17	0.062
14344	EMR2	0.062
14345	PDLIM1	0.062
14346	LPA	0.062
14347	RFC2	0.062
14348	ICAM3	0.062
14349	MUC3	0.062
14350	DTYMK	0.062
14351	NSMCE1	0.062
14352	POLR2L	0.062
14353	MIPEP	0.062
14354	RRAS	0.062
14355	HSPA14	0.062
14356	PAFAH2	0.062
14357	B3GALT4	0.062
14358	POM121L12	0.062
14359	DCLRE1B	0.062
14360	MPV17L2	0.062
14361	RNF144B	0.062
14362	TIMP2	0.062
14363	GBP7	0.062
14364	DNAH17	0.062
14365	SLC13A3	0.062
14366	ERN2	0.062
14367	MRPS31	0.062
14368	ZNF473	0.062
14369	LRRC42	0.061
14370	LPAR4	0.061
14371	HARS	0.061
14372	PGLS	0.061
14373	SLC35F2	0.061
14374	ROR1	0.061
14375	CATSPER3	0.061
14376	SPATA24	0.061
14377	ARSF	0.061
14378	HRCT1	0.061
14379	HIST3H3	0.061
14380	ENGASE	0.061
14381	TCP10L	0.061
14382	RAB19	0.061
14383	PAGE5	0.061
14384	UGP2	0.061
14385	PCBD1	0.061
14386	FCGR3A	0.061
14387	KDELR1	0.061
14388	ART3	0.061
14389	FAM195A	0.061
14390	EIF2D	0.061
14391	CCDC158	0.061
14392	POLR2H	0.061
14393	MRPL38	0.061
14394	TMCO2	0.061
14395	C6ORF58	0.061
14396	CCDC57	0.061
14397	RUVBL2	0.061
14398	HBP1	0.061
14399	CCDC167	0.061
14400	LYRM1	0.061
14401	LYRM5	0.061
14402	CLPP	0.061
14403	GPR89A	0.061
14404	POLR2D	0.061
14405	TMEM55B	0.061
14406	CD2BP2	0.061
14407	LPAR6	0.061
14408	LIMS1	0.061
14409	MTX1	0.061
14410	LACTB	0.061
14411	PCK2	0.061
14412	MORN2	0.061
14413	CCDC124	0.061
14414	GMPR	0.061
14415	FOXI2	0.061
14416	B3GNT9	0.061
14417	C6ORF132	0.061
14418	CHRNA5	0.061
14419	BIN3	0.061
14420	FAM182B	0.061
14421	EPHX2	0.061
14422	LRRC33	0.061
14423	BTN3A1	0.061
14424	TMEM70	0.061
14425	SIRT5	0.061
14426	TGM7	0.061
14427	TMEM115	0.061
14428	ASIC4	0.061
14429	GPKOW	0.061
14430	MRPL50	0.061
14431	PLA2G12A	0.061
14432	SCGB1D2	0.061
14433	BRMS1	0.061
14434	NCMAP	0.061
14435	MAGEC1	0.061
14436	PDCD2L	0.061
14437	LYRM2	0.061
14438	MAGEA3	0.061
14439	NKX1-1	0.061
14440	NANOS3	0.061
14441	RCN3	0.061
14442	COMMD7	0.061
14443	FAM47E	0.061
14444	LRG1	0.061
14445	PLEKHO2	0.061
14446	EIF5A	0.061
14447	YWHAQ	0.061
14448	IZUMO3	0.061
14449	STX5	0.061
14450	ABT1	0.061
14451	CENPL	0.061
14452	VN1R4	0.061
14453	CARD10	0.061
14454	NR1H2	0.061
14455	MED21	0.061
14456	TGDS	0.061
14457	NMI	0.061
14458	SKAP2	0.061
14459	CST4	0.061
14460	GNL3	0.061
14461	STARD5	0.061
14462	IFNA4	0.061
14463	TIMM22	0.061
14464	PLEKHB2	0.061
14465	PRAF2	0.061
14466	HYI	0.06
14467	RSPH1	0.06
14468	TAS2R13	0.06
14469	MACROD1	0.06
14470	ZNF835	0.06
14471	GPR108	0.06
14472	ZNF556	0.06
14473	ACADVL	0.06
14474	C8ORF76	0.06
14475	C15ORF32	0.06
14476	HAUS7	0.06
14477	TXNDC15	0.06
14478	PARP14	0.06
14479	LEPROTL1	0.06
14480	SCEL	0.06
14481	ACP6	0.06
14482	EVPLL	0.06
14483	CCDC147	0.06
14484	OR7A10	0.06
14485	KLRF1	0.06
14486	DNALI1	0.06
14487	CDCA4	0.06
14488	THOC5	0.06
14489	ABHD12	0.06
14490	ADRA1D	0.06
14491	TRMT5	0.06
14492	RPF1	0.06
14493	IQCD	0.06
14494	TMEM134	0.06
14495	TCHH	0.06
14496	C14ORF180	0.06
14497	TSPAN3	0.06
14498	TSPAN6	0.06
14499	C3ORF55	0.06
14500	MUC12	0.06
14501	FAM24A	0.06
14502	IL31	0.06
14503	C1ORF127	0.06
14504	DCLRE1A	0.06
14505	STEAP1	0.06
14506	YIPF3	0.06
14507	ITGA7	0.06
14508	ZMAT5	0.06
14509	CLCN5	0.06
14510	CHST9	0.06
14511	PPAN-P2RY11	0.06
14512	RHPN2	0.06
14513	MS4A13	0.06
14514	GNA14	0.06
14515	KLK5	0.06
14516	MAP3K8	0.06
14517	ZNF574	0.06
14518	SNRPF	0.06
14519	ALOX12B	0.06
14520	RAD18	0.06
14521	SPSB1	0.06
14522	CCNA1	0.06
14523	SAR1B	0.06
14524	CASQ1	0.06
14525	GPI	0.06
14526	RBBP7	0.06
14527	CAPN12	0.06
14528	MAD1L1	0.06
14529	CARHSP1	0.06
14530	PIGS	0.06
14531	MNF1	0.06
14532	HSPB1	0.06
14533	SLC25A38	0.06
14534	SMIM4	0.06
14535	BBS2	0.06
14536	USP50	0.06
14537	CCDC109B	0.06
14538	ESCO2	0.06
14539	RLN2	0.06
14540	ARL14	0.06
14541	NCOA4	0.06
14542	SLC27A3	0.06
14543	IGLL1	0.06
14544	KIAA0196	0.06
14545	AIP	0.06
14546	NFKBID	0.06
14547	ISOC2	0.06
14548	TEX38	0.06
14549	MTFMT	0.06
14550	HOXD3	0.06
14551	DERA	0.06
14552	ILVBL	0.06
14553	LBR	0.06
14554	SNX2	0.06
14555	PVRIG	0.06
14556	UBOX5	0.06
14557	NDUFAF2	0.06
14558	SYCE1L	0.06
14559	PAX8	0.06
14560	PTK6	0.06
14561	PEX16	0.06
14562	C19ORF24	0.06
14563	MTTP	0.06
14564	RPS19BP1	0.06
14565	GRHPR	0.06
14566	GSTM4	0.06
14567	SPDYE4	0.06
14568	SLC35C1	0.06
14569	SCGB1D1	0.06
14570	C7ORF10	0.06
14571	NCF2	0.06
14572	MUTYH	0.06
14573	MXRA8	0.06
14574	UROD	0.06
14575	C11ORF52	0.06
14576	MITF	0.06
14577	C16ORF13	0.06
14578	LRTOMT	0.06
14579	TRMT10C	0.06
14580	SWSAP1	0.06
14581	COMMD9	0.06
14582	POLR1C	0.06
14583	AKR7A2	0.06
14584	IKBKG	0.06
14585	MPEG1	0.06
14586	RNASE7	0.06
14587	ATP7B	0.06
14588	KIF7	0.06
14589	JAG1	0.06
14590	VTN	0.06
14591	DSN1	0.06
14592	P4HB	0.06
14593	C2ORF74	0.06
14594	NAF1	0.06
14595	PGM2	0.06
14596	TGIF1	0.06
14597	LTV1	0.06
14598	C2ORF53	0.059
14599	RAD9A	0.059
